[texto1] [polícia=homem]
[em] [ocasião]
[ocasião] [funcionário]
[funcionário] [adolescente]
[adolescente] [ficar]
[ficar] [ferido]
[ferido] [sem]
[sem] [gravidade]
[gravidade] [dúvida]
[dúvida] [aqui]
[aqui] [rebelião]
[rebelião] [em]
[em] [unidade]
[unidade] [de]
[de] [fase]
[fase] [de]
[de] [porto=alegre]
[porto=alegre] [em]
[em] [vila=cruzeiro]
[vila=cruzeiro] [estar]
[estar] [controlar]

[texto9] [apreensão=denarc]
[apreensão=denarc] [apreender]
[apreender] [maconha]
[maconha] [em]
[em] [caminhão]
[caminhão] [em]
[em] [br-386]
[br-386] [a]
[a] [droga]
[droga] [estar]
[estar] [esconder]
[esconder] [em]
[em] [fundo=falso]
[fundo=falso] [de]
[de] [carroceria]
[carroceria] [de]
[de] [caminhão]
[caminhão] [granel]
[granel] [vir]
[vir] [de]
[de] [paraná]
[paraná] [para]
[para] [região=metropolitana=eduardo=torres]
[região=metropolitana=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [ação]
[ação] [de]
[de] [denarc]
[denarc] [resultar]
[resultar] [em]
[em] [apreensão]
[apreensão] [de]
[de] [kg]
[kg] [de]
[de] [maconha]
[maconha] [em]
[em] [caminhão]
[caminhão] [flagrar]
[flagrar] [em]
[em] [quilômetro]
[quilômetro] [de]
[de] [br-386]
[br-386] [por=volta=de]
[por=volta=de] [de]
[de] [ontem]
[ontem] [droga]
[droga] [estar]
[estar] [esconder]
[esconder] [em]
[em] [fundo=falso]
[fundo=falso] [de]
[de] [carroceria]
[carroceria] [de]
[de] [caminhão]
[caminhão] [granel]
[granel] [vir]
[vir] [de]
[de] [paraná]
[paraná] [para]
[para] [região=metropolitana]
[região=metropolitana] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [thiago=bennemann]
[thiago=bennemann] [comandar]
[comandar] [operação]
[operação] [polícia]
[polícia] [apurar]
[apurar] [informação]
[informação] [de]
[de] [chegada]
[chegada] [de]
[de] [carga]
[carga] [mensal]
[mensal] [de]
[de] [droga]
[droga] [abastecer]
[abastecer] [quadrilha]
[quadrilha] [de]
[de] [região]
[região] [não]
[não] [revelar]
[revelar] [ser]
[ser] [dono]
[dono] [de]
[de] [maconha]
[maconha] [investigação]
[investigação] [prosseguir]
[prosseguir] [fazer]
[fazer] [cerco]
[cerco] [em]
[em] [principal]
[principal] [rodovia]
[rodovia] [poder]
[poder] [dar]
[dar] [acesso]
[acesso] [a]
[a] [região=metropolitana]
[região=metropolitana] [até]
[até] [encontrar]
[encontrar] [caminhão]
[caminhão] [explicar]
[explicar] [caminhoneiro]
[caminhoneiro] [natural]
[natural] [de]
[de] [canoa]
[canoa] [sair]
[sair] [com]
[com] [caminhão]
[caminhão] [vazio]
[vazio] [de]
[de] [região]
[região] [de]
[de] [foz=do=iguaçu]
[foz=do=iguaçu] [não]
[não] [ter]
[ter] [antecedente]
[antecedente] [criminal]
[criminal] [conforme]
[conforme] [investigador]
[investigador] [ter]
[ter] [ser]
[ser] [escolhido]
[escolhido] [cuidadosamente]
[cuidadosamente] [por]
[por] [tráfico]
[tráfico] [para]
[para] [fazer]
[fazer] [serviço]
[serviço] [aparentar]
[aparentar] [ser]
[ser] [regular]

[texto10] [pesadelo]
[pesadelo] [infantil]
[infantil] [tráfico]
[tráfico] [de]
[de] [droga]
[droga] [recruta]
[recruta] [recruta]
[recruta] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [criança]
[criança] [em]
[em] [faixa]
[faixa] [de]
[de] [idade]
[idade] [de]
[de] [a]
[a] [ano]
[ano] [já]
[já] [representar]
[representar] [%]
[%] [de]
[de] [pequeno]
[pequeno] [apreender]
[apreender] [em]
[em] [porto=alegre]
[porto=alegre] [%]
[%] [de]
[de] [interno]
[interno] [de]
[de] [fundação=de=atendimento=socioeducativo]
[fundação=de=atendimento=socioeducativo] [fase]
[fase] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [eles]
[eles] [ser]
[ser] [pequeno]
[pequeno] [mal]
[mal] [alcançar]
[alcançar] [pé]
[pé] [em]
[em] [chão]
[chão] [trocar]
[trocar] [brinquedo]
[brinquedo] [por]
[por] [crime]
[crime] [tráfico]
[tráfico] [furto]
[furto] [roubar]
[roubar] [ser]
[ser] [criança]
[criança] [adolescente]
[adolescente] [não]
[não] [ter]
[ter] [mais]
[mais] [de]
[de] [ano]
[ano] [formar]
[formar] [mão]
[mão] [de]
[de] [obra]
[obra] [muito]
[muito] [assediar]
[assediar] [por]
[por] [traficante]
[traficante] [criminoso]
[criminoso] [estar]
[estar] [entrar]
[entrar] [cada=vez=mais]
[cada=vez=mais] [cedo]
[cedo] [em]
[em] [crime]
[crime] [exercer]
[exercer] [papel]
[papel] [importante]
[importante] [em]
[em] [ponto]
[ponto] [de]
[de] [tráfico]
[tráfico] [a]
[a] [ano]
[ano] [em]
[em] [primeiro]
[primeiro] [mês]
[mês] [de]
[de] [adolescente]
[adolescente] [com]
[com] [idade]
[idade] [ano]
[ano] [ser]
[ser] [apreender]
[apreender] [por]
[por] [brigada=militar]
[brigada=militar] [ao=todo]
[ao=todo] [bm]
[bm] [levar]
[levar] [a]
[a] [autoridade]
[autoridade] [pequeno]
[pequeno] [envolver]
[envolver] [com]
[com] [tipo]
[tipo] [de]
[de] [ato=infracional]
[ato=infracional] [muito]
[muito] [freqüente]
[freqüente] [ser]
[ser] [tráfico]
[tráfico] [de]
[de] [droga]
[droga] [gente]
[gente] [ver]
[ver] [sistema]
[sistema] [estar]
[estar] [falhar]
[falhar] [estar]
[estar] [entrar]
[entrar] [tão]
[tão] [cedo]
[cedo] [aprender]
[aprender] [com]
[com] [comunidade]
[comunidade] [com]
[com] [viver]
[viver] [pena]
[pena] [já]
[já] [ver]
[ver] [gente]
[gente] [cumprir]
[cumprir] [dizer]
[dizer] [doutor]
[doutor] [em]
[em] [direito=penal]
[direito=penal] [professor]
[professor] [de]
[de] [direito=penal=da=unisinos]
[direito=penal=da=unisinos] [andré=luís=callegari]
[andré=luís=callegari] [hoje]
[hoje] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [já]
[já] [representar]
[representar] [%]
[%] [de]
[de] [pequeno]
[pequeno] [apreender]
[apreender] [em]
[em] [porto=alegre]
[porto=alegre] [%]
[%] [de]
[de] [interno]
[interno] [de]
[de] [fundação=de=atendimento=socioeducativo]
[fundação=de=atendimento=socioeducativo] [fase]
[fase] [não]
[não] [haver]
[haver] [estatístico]
[estatístico] [de]
[de] [criança]
[criança] [com]
[com] [menos=de]
[menos=de] [ano]
[ano] [estar]
[estar] [envolver]
[envolver] [em]
[em] [crime]
[crime] [como]
[como] [não]
[não] [poder]
[poder] [ser]
[ser] [responsabilizar]
[responsabilizar] [penal]
[penal] [não]
[não] [constar]
[constar] [de]
[de] [registro]
[registro] [policial]
[policial] [percepção]
[percepção] [de]
[de] [autoridade]
[autoridade] [bm]
[bm] [conselho=tutelar]
[conselho=tutelar] [deca]
[deca] [ciaca]
[ciaca] [porém]
[porém] [ser]
[ser] [de]
[de] [número]
[número] [crescer]
[crescer] [todos=os=dias]
[todos=os=dias] [traficante]
[traficante] [liderar]
[liderar] [assédio]
[assédio] [titular]
[titular] [de]
[de] [1º]
[1º] [delegacia=de=polícia]
[delegacia=de=polícia] [para]
[para] [adolescente=infrator]
[adolescente=infrator] [dpai]
[dpai] [de]
[de] [deca]
[deca] [delegar]
[delegar] [christian=nedel]
[christian=nedel] [ter]
[ter] [sensação]
[sensação] [de]
[de] [crescer]
[crescer] [incidência]
[incidência] [de]
[de] [criança]
[criança] [adolescente]
[adolescente] [muito]
[muito] [jovem]
[jovem] [em]
[em] [ocorrência]
[ocorrência] [principalmente]
[principalmente] [ligar]
[ligar] [a]
[a] [tráfico]
[tráfico] [para]
[para] [delegado]
[delegado] [assédio]
[assédio] [ter]
[ter] [ser]
[ser] [grande]
[grande] [começar]
[começar] [cada=vez=mais]
[cada=vez=mais] [cedo]
[cedo] [caso]
[caso] [como]
[como] [de]
[de] [menino]
[menino] [de]
[de] [ano]
[ano] [chegar]
[chegar] [a]
[a] [conhecimento]
[conhecimento] [ser]
[ser] [encaminhar]
[encaminhar] [a]
[a] [conselho=tutelar]
[conselho=tutelar] [ser]
[ser] [acompanhar]
[acompanhar] [explicar]
[explicar] [em]
[em] [invasão]
[invasão] [vila]
[vila] [bolsão]
[bolsão] [de]
[de] [miséria]
[miséria] [de]
[de] [capital]
[capital] [tráfico]
[tráfico] [fascinar]
[fascinar] [garoto]
[garoto] [tentação]
[tentação] [de]
[de] [mostrar]
[mostrar] [status]
[status] [roupa]
[roupa] [de]
[de] [grifar]
[grifar] [poder]
[poder] [dinheiro]
[dinheiro] [ser]
[ser] [de]
[de] [obstáculo]
[obstáculo] [conselheiro]
[conselheiro] [tutelar]
[tutelar] [precisar]
[precisar] [driblar]
[driblar] [para]
[para] [tentar]
[tentar] [resgatar]
[resgatar] [pequeno]
[pequeno] [de]
[de] [de]
[de] [ano]
[ano] [a]
[a] [ser]
[ser] [oferecer]
[oferecer] [trabalho]
[trabalho] [educativo]
[educativo] [com]
[com] [bolsa]
[bolsa] [de]
[de] [r]
[r] [mensal]
[mensal] [recusar]
[recusar] [oferta]
[oferta] [dizer]
[dizer] [receber]
[receber] [r]
[r] [por]
[por] [semana]
[semana] [em]
[em] [boca]
[boca] [de]
[de] [fumo]
[fumo] [ir]
[ir] [dispensar]
[dispensar] [lembrar]
[lembrar] [conselheiro]
[conselheiro] [em]
[em] [primeiro]
[primeiro] [dia]
[dia] [de]
[de] [ano]
[ano] [bm]
[bm] [apreender]
[apreender] [adolescente]
[adolescente] [de]
[de] [ter]
[ter] [ano]
[ano] [ou=seja]
[ou=seja] [por]
[por] [semana]
[semana] [adolescente]
[adolescente] [ser]
[ser] [apreender]
[apreender] [em]
[em] [porto=alegre]
[porto=alegre] [em]
[em] [ter]
[ter] [ano]
[ano] [em]
[em] [fase]
[fase] [menino]
[menino] [menina]
[menina] [com]
[com] [idade]
[idade] [ano]
[ano] [cumprir]
[cumprir] [medida]
[medida] [socioeducativo]
[socioeducativo] [dado]
[dado] [fornecer]
[fornecer] [por]
[por] [1º]
[1º] [9º]
[9º] [11º]
[11º] [19º]
[19º] [21º]
[21º] [bpm]
[bpm] [apenas]
[apenas] [20º]
[20º] [bpm]
[bpm] [não]
[não] [fornecer]
[fornecer] [estatística]
[estatística] [menino]
[menino] [prometer]
[prometer] [não]
[não] [incomodar]
[incomodar] [traço]
[traço] [trejeito]
[trejeito] [estatura]
[estatura] [sorriso]
[sorriso] [ser]
[ser] [de]
[de] [menino]
[menino] [de]
[de] [ano]
[ano] [olhar]
[olhar] [frase]
[frase] [ser]
[ser] [de]
[de] [cara]
[cara] [maduro]
[maduro] [já]
[já] [ver]
[ver] [viver]
[viver] [história]
[história] [em]
[em] [boca]
[boca] [de]
[de] [fumo]
[fumo] [filho]
[filho] [de]
[de] [meio]
[meio] [garoto]
[garoto] [ter]
[ter] [irmão]
[irmão] [estar]
[estar] [recluso]
[recluso] [muito]
[muito] [velho]
[velho] [de]
[de] [ano]
[ano] [estar]
[estar] [em]
[em] [presídio=central]
[presídio=central] [de]
[de] [ano]
[ano] [também]
[também] [estar]
[estar] [em]
[em] [unidade]
[unidade] [de]
[de] [fase]
[fase] [caçula]
[caçula] [de]
[de] [ano]
[ano] [estar]
[estar] [em]
[em] [casa]
[casa] [de]
[de] [tio]
[tio] [desde]
[desde] [início]
[início] [de]
[de] [maio]
[maio] [quando]
[quando] [mãe]
[mãe] [de]
[de] [morrer]
[morrer] [por]
[por] [problema]
[problema] [de]
[de] [saúde]
[saúde] [mão]
[mão] [de]
[de] [menino]
[menino] [fazer]
[fazer] [origami]
[origami] [para]
[para] [passar]
[passar] [tempo]
[tempo] [ser]
[ser] [há]
[há] [menos=de]
[menos=de] [mês]
[mês] [servir]
[servir] [a]
[a] [tráfico]
[tráfico] [depender]
[depender] [de]
[de] [não]
[não] [servir]
[servir] [mais]
[mais] [querer]
[querer] [mostrar]
[mostrar] [prestar]
[prestar] [para]
[para] [coisa]
[coisa] [não]
[não] [só]
[só] [vender]
[vender] [droga]
[droga] [não]
[não] [querer]
[querer] [estar]
[estar] [aqui]
[aqui] [ser]
[ser] [ruim]
[ruim] [ficar]
[ficar] [trancar]
[trancar] [dizer]
[dizer] [guri]
[guri] [em]
[em] [abril]
[abril] [garoto]
[garoto] [sonhar]
[sonhar] [em]
[em] [ganhar]
[ganhar] [em]
[em] [tele-sena]
[tele-sena] [dia]
[dia] [poder]
[poder] [trabalhar]
[trabalhar] [em]
[em] [supermercado]
[supermercado] [ser]
[ser] [apreender]
[apreender] [por]
[por] [quarto]
[quarto] [vez]
[vez] [em]
[em] [ser]
[ser] [quinto]
[quinto] [apreensão]
[apreensão] [desde]
[desde] [ano]
[ano] [passado]
[passado] [há]
[há] [dia]
[dia] [que]
[que] [estar]
[estar] [em]
[em] [liberdade]
[liberdade] [depois]
[depois] [de]
[de] [passar]
[passar] [por]
[por] [internação]
[internação] [provisório]
[provisório] [em]
[em] [fase]
[fase] [iniciar]
[iniciar] [em]
[em] [fevereiro]
[fevereiro] [agora]
[agora] [estar]
[estar] [de=volta]
[de=volta] [a]
[a] [unidade=carlos=santos]
[unidade=carlos=santos] [lá]
[lá] [dentro]
[dentro] [tempo]
[tempo] [parecer]
[parecer] [não]
[não] [passar]
[passar] [esperar]
[esperar] [por]
[por] [visita]
[visita] [de]
[de] [cunhada]
[cunhada] [trazer]
[trazer] [notícia]
[notícia] [de]
[de] [irmão]
[irmão] [folha]
[folha] [colorido]
[colorido] [transformar]
[transformar] [por]
[por] [ele]
[ele] [em]
[em] [boneca]
[boneca] [cisne]
[cisne] [rotina]
[rotina] [ser]
[ser] [bem]
[bem] [diferente]
[diferente] [de]
[de] [de]
[de] [quando]
[quando] [vender]
[vender] [droga]
[droga] [em]
[em] [beco]
[beco] [de]
[de] [bairro]
[bairro] [de]
[de] [zona=sul]
[zona=sul] [levantar]
[levantar] [de=manhã]
[de=manhã] [ir]
[ir] [para]
[para] [boca]
[boca] [de]
[de] [fumo]
[fumo] [lá]
[lá] [passar]
[passar] [dia]
[dia] [ser]
[ser] [caro]
[caro] [chamar]
[chamar] [irmão]
[irmão] [para]
[para] [ir]
[ir] [para]
[para] [lá]
[lá] [depois]
[depois] [convidar]
[convidar] [também]
[também] [contar]
[contar] [vender]
[vender] [não]
[não] [usar]
[usar] [crack]
[crack] [ver]
[ver] [pai]
[pai] [usar]
[usar] [acontecer]
[acontecer] [com]
[com] [só]
[só] [usar]
[usar] [maconha]
[maconha] [ressaltar]
[ressaltar] [guri]
[guri] [ter]
[ter] [tamanho]
[tamanho] [peso]
[peso] [compatível]
[compatível] [com]
[com] [idade]
[idade] [mesmo=assim]
[mesmo=assim] [garoto]
[garoto] [com]
[com] [fala]
[fala] [de]
[de] [adulto]
[adulto] [ter]
[ter] [exato]
[exato] [noção]
[noção] [de]
[de] [não]
[não] [viver]
[viver] [de]
[de] [deixar]
[deixar] [para]
[para] [trás]
[trás] [de]
[de] [perder]
[perder] [perder]
[perder] [infância]
[infância] [dizer]
[dizer] [a]
[a] [lembrar]
[lembrar] [de]
[de] [desgosto]
[desgosto] [de]
[de] [mãe]
[mãe] [quando]
[quando] [ir]
[ir] [para]
[para] [boca]
[boca] [de]
[de] [fumo]
[fumo] [menino]
[menino] [arredio]
[arredio] [não]
[não] [conversar]
[conversar] [com]
[com] [agente]
[agente] [de]
[de] [fase]
[fase] [já]
[já] [sorrir]
[sorrir] [cumprimentar]
[cumprimentar] [dona]
[dona] [ainda]
[ainda] [brigar]
[brigar] [para]
[para] [defender]
[defender] [líder]
[líder] [nato]
[nato] [estar]
[estar] [ter]
[ter] [oportunidade]
[oportunidade] [de]
[de] [recomeçar]
[recomeçar] [de]
[de] [voltar]
[voltar] [a]
[a] [ser]
[ser] [criança]
[criança] [já]
[já] [em]
[em] [adolescência]
[adolescência] [sereno]
[sereno] [repetir]
[repetir] [a]
[a] [fim]
[fim] [de]
[de] [frase]
[frase] [sim]
[sim] [não]
[não] [não]
[não] [querer]
[querer] [mais]
[mais] [incomodar]
[incomodar] [busca]
[busca] [por]
[por] [ídolo]
[ídolo] [ser]
[ser] [em]
[em] [primeiro]
[primeiro] [fase]
[fase] [de]
[de] [adolescência]
[adolescência] [menino]
[menino] [menina]
[menina] [buscar]
[buscar] [descobrir]
[descobrir] [ser]
[ser] [adolescente]
[adolescente] [morar]
[morar] [conviver]
[conviver] [em]
[em] [comunidade]
[comunidade] [violento]
[violento] [em]
[em] [referência]
[referência] [exemplo]
[exemplo] [ser]
[ser] [ligar]
[ligar] [a]
[a] [universo]
[universo] [de]
[de] [violência]
[violência] [poder]
[poder] [espelhar]
[espelhar] [em]
[em] [porém]
[porém] [segundo]
[segundo] [psicólogo]
[psicólogo] [coordenador]
[coordenador] [de]
[de] [pós-graduação]
[pós-graduação] [em]
[em] [psicologia=da=unisinos]
[psicologia=da=unisinos] [denise=falcke]
[denise=falcke] [não]
[não] [ser]
[ser] [fator]
[fator] [determinante]
[determinante] [exemplo]
[exemplo] [ser]
[ser] [conviver]
[conviver] [em]
[em] [meio]
[meio] [existir]
[existir] [violência]
[violência] [ser]
[ser] [modelo]
[modelo] [ir]
[ir] [levar]
[levar] [para]
[para] [vida]
[vida] [não]
[não] [significar]
[significar] [ser]
[ser] [criminoso]
[criminoso] [poder]
[poder] [ter]
[ter] [personalidade]
[personalidade] [muito]
[muito] [forte]
[forte] [mirar]
[mirar] [em]
[em] [exemplo]
[exemplo] [muito]
[muito] [saudável]
[saudável] [explicar]
[explicar] [fase]
[fase] [de]
[de] [a]
[a] [ano]
[ano] [ser]
[ser] [fase]
[fase] [de]
[de] [busca]
[busca] [de]
[de] [identidade]
[identidade] [eles]
[eles] [procurar]
[procurar] [por]
[por] [ídolo]
[ídolo] [exemplo]
[exemplo] [modelo]
[modelo] [modelo]
[modelo] [exemplos]
[exemplos] [saudável]
[saudável] [ser]
[ser] [dar]
[dar] [atenção]
[atenção] [respeito]
[respeito] [cuidado]
[cuidado] [vida]
[vida] [em]
[em] [miséria]
[miséria] [ser]
[ser] [em]
[em] [sala]
[sala] [de]
[de] [audiência]
[audiência] [de]
[de] [justiça=instantânea]
[justiça=instantânea] [em]
[em] [centro=integrado=de=atendimento]
[centro=integrado=de=atendimento] [a]
[a] [criança]
[criança] [a]
[a] [adolescente]
[adolescente] [ciaca]
[ciaca] [juiz]
[juiz] [Ângelo=furian=pontes]
[Ângelo=furian=pontes] [ouvir]
[ouvir] [relato]
[relato] [de]
[de] [pequeno]
[pequeno] [envolver]
[envolver] [em]
[em] [ato=infracional]
[ato=infracional] [por]
[por] [dia]
[dia] [ser]
[ser] [de]
[de] [audiência]
[audiência] [com]
[com] [pequeno]
[pequeno] [envolver]
[envolver] [em]
[em] [tráfico]
[tráfico] [de]
[de] [droga]
[droga] [roubo]
[roubo] [homicídio]
[homicídio] [briga]
[briga] [em]
[em] [escola]
[escola] [bullying]
[bullying] [nem]
[nem] [ser]
[ser] [encaminhar]
[encaminhar] [para]
[para] [fase]
[fase] [cumprir]
[cumprir] [medida]
[medida] [socioeducativo]
[socioeducativo] [como]
[como] [trabalho]
[trabalho] [comunitário]
[comunitário] [em]
[em] [liberdade]
[liberdade] [em]
[em] [caso]
[caso] [muito]
[muito] [grave]
[grave] [internação]
[internação] [fazer]
[fazer] [necessário]
[necessário] [frequentar]
[frequentar] [jurisdição]
[jurisdição] [criminal]
[criminal] [ser]
[ser] [pessoa]
[pessoa] [viver]
[viver] [em]
[em] [abismo]
[abismo] [social]
[social] [em]
[em] [bolsão]
[bolsão] [de]
[de] [miséria]
[miséria] [analisar]
[analisar] [juiz]
[juiz] [ter]
[ter] [é=que]
[é=que] [educar]
[educar] [para]
[para] [professor]
[professor] [de]
[de] [direito=penal=da=unisinos=andré=luís=callegari]
[direito=penal=da=unisinos=andré=luís=callegari] [meio]
[meio] [em]
[em] [adolescente]
[adolescente] [conviver]
[conviver] [falta]
[falta] [de]
[de] [atenção]
[atenção] [de]
[de] [estado]
[estado] [a]
[a] [comunidade]
[comunidade] [acabar]
[acabar] [influenciar]
[influenciar] [em]
[em] [escolha]
[escolha] [de]
[de] [menor]
[menor] [por]
[por] [mundo]
[mundo] [de]
[de] [crime]
[crime] [família]
[família] [desregrado]
[desregrado] [pai]
[pai] [prender]
[prender] [ausente]
[ausente] [falta]
[falta] [de]
[de] [condição]
[condição] [financeiro]
[financeiro] [ser]
[ser] [de]
[de] [ponto]
[ponto] [fragilizar]
[fragilizar] [adolescente]
[adolescente] [frente=a]
[frente=a] [assédio]
[assédio] [de]
[de] [traficante]
[traficante] [criminoso]
[criminoso] [muitas=vezes]
[muitas=vezes] [jovem]
[jovem] [nem]
[nem] [ser]
[ser] [socializar]
[socializar] [então]
[então] [não]
[não] [poder]
[poder] [falar]
[falar] [em]
[em] [ressocialização]
[ressocialização] [ter]
[ter] [é=que]
[é=que] [educar]
[educar] [para]
[para] [poder]
[poder] [aprender]
[aprender] [a]
[a] [conviver]
[conviver] [explicar]
[explicar] [andré=luís]
[andré=luís] [saber]
[saber] [muito]
[muito] [como]
[como] [criança]
[criança] [ter]
[ter] [menos=de]
[menos=de] [ano]
[ano] [não]
[não] [poder]
[poder] [ser]
[ser] [penalizar]
[penalizar] [não]
[não] [haver]
[haver] [dado]
[dado] [sobre]
[sobre] [envolvimento]
[envolvimento] [de]
[de] [com]
[com] [ato=infracional]
[ato=infracional] [segundo]
[segundo] [cadastro=nacional=de=adolescentes]
[cadastro=nacional=de=adolescentes] [em]
[em] [conflito]
[conflito] [com]
[com] [lei]
[lei] [adolescente]
[adolescente] [cumprir]
[cumprir] [medida]
[medida] [socioeducativo]
[socioeducativo] [hoje]
[hoje] [em]
[em] [rs]
[rs] [ser]
[ser] [de]
[de] [internação]
[internação] [de]
[de] [liberdade]
[liberdade] [em]
[em] [liberdade]
[liberdade] [para]
[para] [estatuto=da=criança]
[estatuto=da=criança] [de]
[de] [adolescente]
[adolescente] [eca]
[eca] [ser]
[ser] [criança]
[criança] [ter]
[ter] [até]
[até] [ano]
[ano] [incompleto]
[incompleto] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [até]
[até] [ano]
[ano] [incompleto]
[incompleto] [em]
[em] [tráfico]
[tráfico] [a]
[a] [ano]
[ano] [ser]
[ser] [ainda]
[ainda] [desconhecer]
[desconhecer] [número]
[número] [de]
[de] [criança]
[criança] [pequeno]
[pequeno] [de]
[de] [ano]
[ano] [envolver]
[envolver] [em]
[em] [crime]
[crime] [justo]
[justo] [por]
[por] [ser]
[ser] [criança]
[criança] [não]
[não] [ser]
[ser] [responsabilizar]
[responsabilizar] [penal]
[penal] [não]
[não] [responder]
[responder] [a]
[a] [procedimento]
[procedimento] [por]
[por] [ato=infracional]
[ato=infracional] [inquérito]
[inquérito] [entrar]
[entrar] [em]
[em] [fase]
[fase] [por]
[por] [motivo]
[motivo] [estar]
[estar] [ser]
[ser] [assediar]
[assediar] [principalmente]
[principalmente] [por]
[por] [traficante]
[traficante] [iniciar]
[iniciar] [em]
[em] [crime]
[crime] [cada=vez=mais]
[cada=vez=mais] [jovem]
[jovem] [quando]
[quando] [pequeno]
[pequeno] [de]
[de] [ano]
[ano] [ser]
[ser] [apreender]
[apreender] [geralmente]
[geralmente] [por]
[por] [brigada=militar]
[brigada=militar] [conselho=tutelar]
[conselho=tutelar] [assumir]
[assumir] [caso]
[caso] [em]
[em] [minuto]
[minuto] [de]
